----------- single_objective_10Cent_50 -----------
-------------------- 1 ---------------------
log: gen	nevals	mean  	min	max
68 	63    	321.09	312	490
69 	74    	337.91	312	571
70 	65    	331.21	312	536
71 	80    	323.78	312	503
72 	62    	328.39	312	519
73 	63    	328.16	312	521
74 	61    	328.37	312	586
75 	69    	324.22	312	521
76 	71    	325.98	312	522
77 	74    	328.71	312	509
78 	61    	328.6 	312	503
79 	61    	329.79	312	510
80 	72    	331.55	312	542
81 	56    	325.31	312	530
82 	66    	322.91	312	477
83 	72    	324.59	312	585
84 	63    	325.96	312	492
85 	77    	326.51	312	510
86 	72    	327.4 	312	539
87 	70    	321.84	312	495
88 	71    	325.83	312	536
89 	73    	326.3 	312	510
90 	76    	329.78	312	499
91 	72    	327.57	312	496
92 	72    	325.26	312	543
93 	58    	323.25	312	485
94 	62    	333.5 	312	572
95 	60    	324.29	312	490
96 	71    	329.12	312	501
97 	76    	330.67	312	510
98 	63    	328.07	312	481
99 	71    	329.09	312	513
100	70    	328.91	312	578
-------------------- 30 ---------------------
log: gen	nevals	mean  	min	max
0  	100   	548.15	391	648
1  	75    	495.64	391	625
2  	71    	464.63	358	610
3  	73    	437.63	358	582
4  	70    	420.25	340	533
5  	76    	398.65	340	571
6  	74    	373.38	340	525
7  	71    	364.2 	340	593
8  	73    	367.69	340	581
9  	72    	357.71	340	531
10 	71    	353.1 	340	521
11 	69    	352.88	340	554
12 	67    	350.66	340	518
13 	66    	361.64	340	550
14 	65    	353.23	311	641
15 	69    	358.37	311	571
16 	70    	356.53	311	531
17 	74    	353.37	311	541
18 	62    	351.84	311	566
19 	65    	339.08	311	648
20 	61    	328.34	311	571
21 	78    	327.59	311	468
22 	73    	331.67	311	511
23 	71    	329.96	311	598
24 	64    	334.4 	311	537
25 	70    	327.35	311	551
26 	68    	323.65	311	509
27 	75    	339.29	311	509
28 	69    	333.26	311	525
29 	72    	333.95	311	527
30 	69    	322.21	311	500
31 	63    	322.59	311	495
32 	58    	322.09	311	528
33 	71    	337.11	311	509
34 	73    	323.65	311	538
35 	74    	332.22	311	556
36 	69    	337.16	311	509
37 	63    	329.94	311	489
38 	62    	331.58	311	499
39 	66    	326.65	311	509
40 	59    	321.23	311	489
41 	72    	331.28	311	512
42 	73    	331.68	311	509
43 	81    	328.26	311	578
44 	70    	320.51	311	506
45 	80    	335.91	311	509
46 	63    	322.99	311	463
47 	68    	326.77	311	548
48 	73    	326.71	311	495
49 	67    	331.27	311	545
50 	74    	329.83	311	543
51 	67    	323.71	311	509
52 	67    	322.93	311	522
53 	77    	328.45	311	559
54 	63    	322.68	311	507
55 	63    	328.63	311	509
56 	70    	320.17	311	502
57 	75    	330.36	311	537
58 	66    	325.33	311	515
59 	72    	321.97	311	480
60 	67    	322.89	311	471
61 	70    	326.67	311	622
62 	65    	327.23	311	495
63 	68    	323.96	311	489
64 	67    	327.27	311	558
65 	69    	332.26	311	558
66 	66    	321.41	311	495
67 	66    	325.46	311	503
68 	67    	333.62	311	657
69 	67    	331.13	311	537
70 	70    	333.61	311	558
71 	70    	329.58	311	597
72 	68    	327.57	311	489
73 	70    	337.8 	311	553
74 	71    	339.46	311	645
75 	63    	329.65	311	545
76 	70    	328.08	311	498
77 	58    	327.47	311	613
78 	69    	326.22	311	501
79 	77    	324.33	311	509
80 	78    	328.46	311	514
81 	70    	325.65	311	521
82 	72    	333.49	311	535
83 	81    	326.11	311	547
84 	68    	326.75	311	505
85 	69    	332.45	311	517
86 	61    	329.52	311	531
87 	71    	326.86	311	561
88 	76    	327.07	311	489
89 	74    	337.77	311	521
90 	74    	328.67	311	509
91 	73    	324.03	311	502
92 	65    	338.39	311	524
93 	60    	334.02	311	503
94 	79    	329.96	311	553
95 	62    	320.51	311	486
96 	77    	323.29	311	510
97 	64    	331.5 	311	528
98 	78    	326.38	311	538
99 	69    	333.87	311	660
100	67    	326.48	311	505
